Date,Close,Volume,returns,contraction_signal,contraction_strength,contraction_duration,strong_contraction,extreme_contraction,breakout_signal,breakdown_signal,long_entry,short_entry,exit_signal,volatility_20d,volatility_50d,atr_pct_20,bb_position_20,volume_ratio
1982-01-22,0.0925999999999999,24259200,0.005428881650378914,0,0.06426382459659315,0,0,0,0,0,0,0,1,0.6202678241694115,0.5687182837847958,3.3801295896328285,0.5865244905235841,0.5703001579778831
1982-01-25,0.0898,44710400,-0.030237580993519475,1,0.05263169481933686,1,0,0,0,0,0,0,0,0.627607262573474,0.5705995057352777,3.5801781737193608,0.483054360611583,1.0319245185472405
1982-01-26,0.0865,21212800,-0.03674832962138097,1,0.03319382651261966,2,0,0,0,0,0,0,0,0.620049496420636,0.572466114662365,3.64739884393062,0.3511050035273799,0.49843416932024526
1982-01-27,0.0871,31360000,0.006936416184971206,1,0.04429105851916134,3,0,0,0,0,0,0,0,0.6162016964091247,0.5485234689442955,3.5591274397244277,0.3932807959941815,0.7307461440091865
1982-01-28,0.0898,39603200,0.030998851894374457,1,0.04755854367340003,4,0,0,0,0,0,0,0,0.6074776274601051,0.5511072516443895,3.390868596881933,0.5392568294602024,0.9149244462844132
1982-01-29,0.091,53155200,0.013363028953229383,1,0.12421968860689007,5,0,0,0,0,0,0,0,0.6105074152092392,0.5500347849952326,3.412087912087881,0.6312680737343526,1.2301391876830565
1982-02-01,0.0898,38528000,-0.01318681318681314,1,0.14562578677517032,6,0,0,0,0,0,0,0,0.6114428122619208,0.546348015867769,3.4910913140311473,0.6013157098269972,0.9267241379310345
1982-02-02,0.0904,54275200,0.006681514476614581,1,0.19496714536171736,7,0,0,0,0,0,0,0,0.5861742134237452,0.5464379951977104,3.2853982300884517,0.6534204798042282,1.277178926284163
1982-02-03,0.0904,31472000,0.0,1,0.1973500940237076,8,0,0,0,0,0,0,0,0.5847502603404355,0.5463794847037896,3.2577433628318206,0.6622325672219118,0.772020440683554
1982-02-04,0.0881999999999999,22041600,-0.02433628318584169,1,0.2006562570171181,9,0,0,0,0,0,0,0,0.51465678591478,0.538736017739068,3.0498866213151623,0.5040876814701907,0.5745146693913298
1982-02-05,0.0881999999999999,40297600,0.0,1,0.2216975131325097,10,0,0,0,0,0,0,0,0.4882864261037596,0.538414768326519,2.8231292517006614,0.5057945352809442,1.0731649118620814
1982-02-08,0.0826,31696000,-0.06349206349206238,1,0.0686773903928201,11,0,0,0,0,0,0,0,0.4889030702239041,0.5567242633629756,3.014527845036289,0.12952945991490067,0.8459377055060681
1982-02-09,0.0826,57904000,0.0,1,0.09337991157546917,12,0,0,0,0,0,0,0,0.47349438968148383,0.5532001822564916,2.8813559322033533,0.09895618615436969,1.549574391559765
1982-02-10,0.0837,38796800,0.013317191283292784,1,0.1027640207322877,13,0,0,0,0,0,0,0,0.4738638340138514,0.5529643778148645,2.9091995221027114,0.11915303571476749,1.0423688011555128
1982-02-11,0.0826,24528000,-0.013142174432496878,1,0.11916944689460685,14,0,0,0,0,0,0,0,0.44411018723544154,0.55384089160678,2.7421307506052943,0.048521674227395256,0.6600560595557431
1982-02-12,0.0837,19644800,0.013317191283292784,1,0.12358875170017812,15,0,0,0,0,0,0,0,0.3713492295027844,0.5543916819503664,2.4074074074073697,0.17290461196224308,0.5486221888586531
1982-02-16,0.0819999999999999,34316800,-0.020310633213860063,1,0.15459169211943727,16,0,0,0,0,0,0,0,0.36666064239501855,0.5555376614888584,2.3902439024389874,0.10122391315941873,0.9499891482962826
1982-02-17,0.0831,25580800,0.013414634146342586,1,0.12276302892877566,17,0,0,0,0,0,0,0,0.363905083655413,0.5531210230161139,2.3225030084235527,0.20997276373272034,0.7387521428340396
1982-02-18,0.0842999999999999,28380800,0.014440433212995263,1,0.12144025015980246,18,0,0,0,0,0,0,0,0.3604576746274404,0.5538392995621669,2.2538552787662804,0.31237892593886357,0.816602752086623
1982-02-19,0.0837,13596800,-0.007117437722418796,1,0.09817303686842871,19,0,0,0,0,0,0,0,0.3510546577957731,0.5521771400480221,2.1744324970131093,0.2922854814372885,0.40265339966832503
1982-02-22,0.0826,26633600,-0.013142174432496878,1,0.08949941800814509,20,0,0,0,0,0,0,0,0.35025297887045104,0.5528152637965495,2.203389830508447,0.23476404796830125,0.7859598096245373
1982-02-23,0.0815,34540800,-0.013317191283293006,1,0.21296142253711126,21,0,0,0,0,0,0,0,0.3393588898788411,0.5536460312605683,2.1288343558281992,0.18602271130408232,1.0348298771894504
1982-02-24,0.0819999999999999,37945600,0.006134969325152229,1,0.20136882553704058,22,0,0,0,0,0,0,0,0.31903621954220834,0.5535792191221273,1.981707317073151,0.24738817359854878,1.1090379390487413
1982-02-25,0.0815,30800000,-0.00609756097560854,1,0.2687726214819739,23,0,0,0,0,0,0,0,0.31728811474727536,0.5484132603358322,1.9202453987729837,0.2379961285227558,0.9009304154108243
1982-02-26,0.0815,17427200,0.0,1,0.24232516135193416,24,0,0,0,0,0,0,0,0.2910686441525195,0.5450525694385965,1.7484662576686836,0.26177309753752315,0.526850409697298
1982-03-01,0.0819999999999999,35302400,0.006134969325152229,1,0.250720241116705,25,0,0,0,0,0,0,0,0.28621844153248743,0.5340969298653151,1.7012195121951024,0.3158849787734406,1.0968437902355848
1982-03-02,0.0819999999999999,34809600,0.0,1,0.32308103079826483,26,1,0,0,0,0,0,0,0.2850624081544494,0.49885780664834906,1.6646341463414502,0.33417600030868705,1.0878163172447586
1982-03-03,0.0819999999999999,23654400,0.0,1,0.3662878153660258,27,1,0,0,0,0,0,0,0.282601012456021,0.45935543579435445,1.5975609756097555,0.3492840302799838,0.776356418173798
1982-03-04,0.0803999999999999,38371200,-0.019512195121951348,1,0.31570008979957426,28,1,0,0,0,0,1,0,0.2867450850972408,0.4520151189271095,1.6915422885572136,0.17460091922520438,1.245274789182902
1982-03-05,0.0741999999999999,45315200,-0.07711442786069655,0,0.07718671909554263,0,0,0,0,0,0,0,1,0.37872397499099714,0.47881858519570814,2.1024258760107752,-0.31607371115379873,1.417113235963714
1982-03-08,0.0731,35145600,-0.014824797843664528,0,0.06574764939392991,0,0,0,0,0,0,0,1,0.3780575248584657,0.47777781142378595,2.1751025991791844,-0.23765773136333554,1.108011722749903
1982-03-09,0.0737,52505600,0.008207934336525335,0,0.050045724595237366,0,0,0,0,0,0,0,1,0.3227800173228204,0.47804819729012993,1.8521031207598158,-0.05372502901148395,1.6027350427350426
1982-03-10,0.0725,86934400,-0.016282225237449155,0,0.0374920304190938,0,0,0,0,0,0,0,1,0.32428419666365643,0.4695484895344477,1.9310344827586003,-0.028326773263738628,2.5410855758528124
1982-03-11,0.0725,22579200,0.0,0,0.02921109021966785,0,0,0,0,0,0,0,1,0.31696499805032413,0.46676760308562265,1.8965517241379186,0.04692101022532991,0.6760109985916437
1982-03-12,0.0681,46547200,-0.06068965517241376,0,0.008647912061312546,0,0,0,0,0,0,0,1,0.3697959911688588,0.47105264134083435,2.2613803230543192,-0.07322731486095564,1.349131634474923
1982-03-15,0.0674999999999999,51363200,-0.008810572687226181,0,0.0,0,0,0,0,0,0,0,1,0.3600287395996551,0.4707967850707515,2.200000000000006,-0.005938453908657704,1.423295366375966
1982-03-16,0.0664,47152000,-0.0162962962962947,0,0.0,0,0,0,0,0,0,0,1,0.3588497159240302,0.47123545620264495,2.1912650602409514,0.028144950656998277,1.2837714216015124
1982-03-17,0.0630999999999999,50489600,-0.04969879518072429,0,0.0,0,0,0,0,0,0,0,1,0.37330278054117555,0.47066415686736107,2.432646592709975,-0.00949327913306562,1.329558190290804
1982-03-18,0.0681,56336000,0.07923930269413781,0,0.0,0,0,0,0,0,0,0,1,0.4900142539176129,0.5090320417615646,2.5330396475770867,0.20838020263983234,1.430847129771861
1982-03-19,0.0741999999999999,65811200,0.0895741556534495,0,0.0,0,0,0,0,0,0,0,1,0.6047451568177442,0.5241256559573171,2.7358490566037714,0.45178631548158305,1.567560357476324
1982-03-22,0.0798,69193600,0.07547169811320886,0,0.0,0,0,0,0,0,0,0,1,0.6680430304429869,0.5419238971469378,2.8634085213032536,0.6777729537157734,1.5686174939697854
1982-03-23,0.0786999999999999,55955200,-0.013784461152883454,0,0.0,0,0,0,0,0,0,0,1,0.6681603295666542,0.5241122536357304,2.903430749682343,0.6423839121246377,1.2384422795666938
1982-03-24,0.0741999999999999,51609600,-0.057179161372299836,0,0.0,0,0,0,0,0,0,0,1,0.6964935021962946,0.5346722083266675,3.308625336927228,0.476026547057337,1.125247246709482
1982-03-25,0.0737,84112000,-0.006738544474392261,0,0.0019775878099896806,0,0,0,0,0,0,0,1,0.6965218066224603,0.5346300272949472,3.3310719131614652,0.47040147176545943,1.7331702476287185
1982-03-26,0.0725,50780800,-0.016282225237449155,0,0.01034439729776895,0,0,0,0,0,0,0,1,0.6976429304614667,0.5232369812702586,3.4344827586206974,0.43534146540535174,1.0116019634091924
1982-03-29,0.0741999999999999,67603200,0.02344827586206777,0,0.050339508174677895,0,0,0,0,0,0,0,1,0.7039629652614365,0.5023372655680511,3.436657681940705,0.5313949108458114,1.3047425532834724
1982-03-30,0.0752999999999999,77952000,0.014824797843665749,0,0.046597869310008457,0,0,0,0,0,0,0,1,0.7070580006173414,0.5014661506584515,3.4594953519256353,0.6078151570943285,1.4443429899560056
1982-03-31,0.0752999999999999,50153600,0.0,0,0.13054355027946,0,0,0,0,0,0,0,1,0.7070580006173414,0.49897261486837136,3.4594953519256353,0.6371780224420012,0.9070101881671426
1982-04-01,0.0791999999999999,59136000,0.05179282868525914,0,0.09053198425212909,0,0,0,0,0,0,0,1,0.7303232967388769,0.5115727242059958,3.472222222222233,0.869596188802042,1.0497435285697245
1982-04-02,0.0791999999999999,84806400,0.0,0,0.09186044029089148,0,0,0,0,0,0,0,1,0.6708655241355264,0.5093509259658815,3.118686868686885,0.8376644160840006,1.454447667159678
1982-04-05,0.0791999999999999,86643200,0.0,1,0.10277018656524779,1,0,0,0,0,0,0,0,0.6673740571956365,0.5090613656628199,3.0871212121212404,0.8071666848979773,1.4231052244297278
1982-04-06,0.0786999999999999,71590400,-0.0063131313131313815,1,0.09087762666276171,2,0,0,0,0,0,0,0,0.6683918256691843,0.5052052488424522,3.0686149936467944,0.7595703097420171,1.1577193363761502
1982-04-07,0.0776,29097600,-0.013977128335449729,1,0.1621014289656987,3,0,0,0,0,0,0,0,0.6675083913891707,0.4997403162226329,3.105670103092807,0.6876141749001184,0.4936348090442713
1982-04-08,0.0780999999999999,23990400,0.00644329896907081,1,0.2538022034079754,4,0,0,0,0,0,0,0,0.6673587777489667,0.4996977795899153,3.079385403329085,0.6957090381218888,0.40650560795551594
1982-04-12,0.0776,44307200,-0.006402048655568593,1,0.2816970741458989,5,0,0,0,0,0,0,0,0.6233390902620184,0.494135711173622,2.886597938144339,0.6520293188104924,0.7521913562641416
1982-04-13,0.0714,85299200,-0.07989690721649478,1,0.026386645781880047,6,0,0,0,0,0,0,0,0.6946488012395496,0.5223422827336008,3.529411764705885,0.3161307886752376,1.407555259850669
1982-04-14,0.072,113590400,0.008403361344537563,1,0.05328868393384759,7,0,0,0,0,0,0,0,0.690735183523862,0.5227040409005895,3.50000000000001,0.31848184483728886,1.7769912744857554
1982-04-15,0.0731,164281600,0.015277777777777724,1,0.07668853843605238,8,0,0,0,0,0,0,0,0.6603984373504926,0.5239519328580617,3.3378932968536286,0.30811014706016954,2.3599446536023425
1982-04-16,0.0752999999999999,104048000,0.030095759233924824,1,0.11322634201081043,9,0,0,0,0,0,0,0,0.6115089333431577,0.5293750487621978,3.0610889774236405,0.43951556010955267,1.4451496484350694
1982-04-19,0.0737,41283200,-0.021248339973438224,0,0.08105211196214339,0,0,0,0,0,0,0,1,0.5312600287406057,0.528783168781124,2.7815468113975546,0.29766933616122765,0.5833293769485195
1982-04-20,0.0702999999999999,80550400,-0.04613297150610718,0,0.0654531720900775,0,0,0,0,0,0,0,1,0.4751274817912418,0.5374888502941498,2.7169274537695665,0.0521490430822878,1.1291132881185633
