Date,Close,Volume,returns,contraction_signal,contraction_strength,contraction_duration,strong_contraction,extreme_contraction,breakout_signal,breakdown_signal,long_entry,short_entry,exit_signal,volatility_20d,volatility_50d,atr_pct_20,bb_position_20,volume_ratio
1981-09-28,0.0642,91728000,0.009433962264152385,0,0.01240516831905457,0,0,0,0,0,0,0,1,0.5948925441419929,0.548848200471973,3.831775700934615,0.007579660280297755,2.866743673212223
1981-09-29,0.0674999999999999,94684800,0.0514018691588769,0,0.009134788275120547,0,0,0,0,0,0,0,1,0.6394713472298956,0.5508724170312103,3.8888888888889293,0.14138826427784154,2.7299147507104107
1981-09-30,0.0681,49996800,0.0088888888888905,0,0.013393710566436038,0,0,0,0,0,0,0,1,0.5809746290220594,0.5522489980176453,3.4801762114537866,0.18744541004088644,1.4150315402415443
1981-10-01,0.0681,61129600,0.0,0,0.023463853488032576,0,0,0,0,0,0,0,1,0.5705482621373409,0.5411900307019805,3.348017621145417,0.20981624373902202,1.6335937266169824
1981-10-02,0.0737,45046400,0.08223201174743044,0,0.031778180611634864,0,0,0,0,0,0,0,1,0.6544148682298144,0.5722582985193033,3.168249660787014,0.3806848852433927,1.1917390144893183
1981-10-05,0.0759,43097600,0.02985074626865658,0,0.04244676251662877,0,0,0,0,0,0,0,1,0.6696188663552948,0.5716121523590375,3.2213438735178257,0.4632570161567026,1.0996799268404207
1981-10-06,0.0752999999999999,28358400,-0.007905138339922235,0,0.04571482718678444,0,0,0,0,0,0,0,1,0.6642765834498013,0.5608337028688583,3.100929614873881,0.46268154666514033,0.7209156653949091
1981-10-07,0.0798,38841600,0.059760956175300306,0,0.05193379740436957,0,0,0,0,0,0,0,1,0.705255198089665,0.5768240982150231,3.2456140350877565,0.6300902697915761,0.977094074888006
1981-10-08,0.0826,31091200,0.03508771929824572,0,0.06860486913227358,0,0,0,0,0,0,0,1,0.7182318769767992,0.5833472161226607,3.268765133171949,0.7528267879705404,0.7858012285220936
1981-10-09,0.0831,54521600,0.006053268765132902,1,0.16001505460759705,1,0,0,0,0,0,0,0,0.7178643192444611,0.576249064068652,3.2851985559567085,0.7945750409218589,1.3164584347449835
1981-10-12,0.0858999999999999,27350400,0.03369434416365702,1,0.15749684123093502,2,0,0,0,0,0,0,0,0.7189048758790637,0.5809981517953712,3.2130384167637116,0.8955997901133886,0.6606606606606606
1981-10-13,0.0858999999999999,44195200,0.0,1,0.15809594663110985,3,0,0,0,0,0,0,0,0.711559217249982,0.580956812018576,3.1548311990687243,0.8763411328121515,1.0366478392223828
1981-10-14,0.0809,30979200,-0.05820721769499304,0,0.04942692230192971,0,0,0,0,0,0,0,1,0.7400245120237451,0.5914927925785859,3.5537700865266064,0.6914977473444964,0.716877462160481
1981-10-15,0.0826,29433600,0.021013597033374687,0,0.049679058641529494,0,0,0,0,0,0,0,1,0.7353790525939363,0.5892157142165637,3.4806295399515963,0.7419434317472677,0.6732764583813696
1981-10-16,0.0815,36467200,-0.013317191283293006,1,0.04488636320576933,1,0,0,0,0,0,0,0,0.737669069858403,0.5879849379732963,3.527607361963207,0.6958075344410684,0.8245960593628121
1981-10-19,0.0831,20585600,0.019631901840490684,1,0.05436793453715005,2,0,0,0,0,0,0,0,0.7400088775312845,0.5906228491282616,3.5198555956678867,0.7426075742247125,0.4809503872723467
1981-10-20,0.0876,35728000,0.054151624548736566,0,0.010556391274631016,0,0,0,0,0,0,0,1,0.7260535857981666,0.6054864162932154,3.3732876712328816,0.8571841123406078,0.8462885339841885
1981-10-21,0.0876,76899200,0.0,1,0.07327599769719433,1,0,0,0,0,0,0,0,0.7183362481639529,0.6028363822247739,3.316210045662106,0.8201431746628057,1.7221832045750978
1981-10-22,0.0871,32278400,-0.005707762557077611,1,0.07628502588127,2,0,0,0,0,0,0,0,0.717586948464406,0.6015541387690151,3.329506314580947,0.7748658251155219,0.7117455299812309
1981-10-23,0.0848,27910400,-0.02640642939150395,0,0.019713447368857637,0,0,0,0,0,0,0,1,0.5158766912384656,0.600602521225607,2.9952830188679243,0.6860226535582107,0.6200084591844351
1981-10-26,0.0848,27283200,0.0,1,0.04352732022033201,1,0,0,0,0,0,0,0,0.518303730913023,0.5998965511501346,2.9658018867924416,0.6700134943273691,0.6528030871476043
1981-10-27,0.0865,85590400,0.02004716981132071,1,0.10336763336009629,2,0,0,0,0,0,0,0,0.5003430033120512,0.5982480921390887,2.8439306358381398,0.7179206628074627,2.070441614738553
1981-10-28,0.0892999999999999,44172800,0.032369942196530666,1,0.15088648627595522,3,0,0,0,0,0,0,0,0.5047423338381944,0.6010808222140426,2.87793952967524,0.8220716896311122,1.07612551159618
1981-10-29,0.0881999999999999,30486400,-0.012318029115341411,1,0.16324473645773316,4,0,0,0,0,0,0,0,0.5111649272694401,0.6011674383669345,2.947845804988649,0.7759427544429643,0.7714982143869396
1981-10-30,0.0892999999999999,52729600,0.012471655328798015,1,0.2070544963011549,5,0,0,0,0,0,0,0,0.4420666436564474,0.6012708493407312,2.659574468085104,0.8254762142911432,1.321543859649123
1981-11-02,0.0892999999999999,36915200,0.0,1,0.21841736639177178,6,0,0,0,0,0,0,0,0.4369698788317371,0.5803744403693666,2.5027995520716724,0.8095917823151416,0.9324167586070328
1981-11-03,0.0881999999999999,28380800,-0.012318029115341411,1,0.2950264451143661,7,0,0,0,0,0,0,0,0.4394437977375682,0.5637349162933495,2.5623582766439887,0.7340212950350882,0.7168316831683168
1981-11-04,0.0858999999999999,23811200,-0.02607709750566911,1,0.302128438863128,8,1,0,0,0,0,0,0,0.4108232618814447,0.5642117368493148,2.438882421420248,0.5177308721687737,0.6130511260416968
1981-11-05,0.0798,23363200,-0.0710128055878918,1,0.14104252659405767,9,0,0,0,0,0,0,0,0.47238419817727795,0.5850391292249855,2.8007518796992303,0.004800189165176274,0.6075610182326556
1981-11-06,0.0803999999999999,24595200,0.007518796992479926,0,0.09062543493582614,0,0,0,0,0,0,0,1,0.4727151546333284,0.5850696402486495,2.7425373134328277,0.09271790508086736,0.6654948784774835
1981-11-09,0.0815,20384000,0.013681592039802348,0,0.09502489531515101,0,0,0,0,0,0,0,1,0.458224310146915,0.573815751261435,2.5950920245398663,0.21067539759480275,0.5567962798666136
1981-11-10,0.0819999999999999,16755200,0.006134969325152229,0,0.09327529386759405,0,0,0,0,0,0,0,1,0.45913578703480334,0.5740516290188993,2.573170731707303,0.270088205473309,0.47549424702816095
1981-11-11,0.0842999999999999,27440000,0.028048780487804903,0,0.09312555820273738,0,0,0,0,0,0,0,1,0.419232901681136,0.5595089588163507,2.372479240806641,0.4292393247512982,0.7826475849731663
1981-11-12,0.0871,39916800,0.033214709371294227,1,0.16217595312816327,1,0,0,0,0,0,0,0,0.4285529907766461,0.5633463962821056,2.3593570608495997,0.6354444120393333,1.1217424147047714
1981-11-13,0.0809,21011200,-0.07118254879448904,0,0.08294846967815592,0,0,0,0,0,0,0,1,0.5009015719339688,0.5739593984977694,2.855377008652659,0.144328607826348,0.6035647641721897
1981-11-16,0.0798,22556800,-0.013597033374536549,0,0.07333741173971071,0,0,0,0,0,0,0,1,0.4976038116520811,0.5741196792592442,2.825814536340854,0.09649060276858584,0.6461341033044594
1981-11-17,0.0815,35414400,0.0213032581453636,0,0.0707484796193474,0,0,0,0,0,0,0,1,0.46116222610073615,0.572584567295073,2.588957055214726,0.24942443066963405,1.0148927975349853
1981-11-18,0.0842999999999999,29142400,0.03435582822085759,0,0.07140026485619298,0,0,0,0,0,0,0,1,0.48005326463684267,0.5780389383744343,2.663107947805467,0.4664149570423569,0.8964994487320838
1981-11-19,0.0842999999999999,40006400,0.0,0,0.07156390152995344,0,0,0,0,0,0,0,1,0.47981304405134695,0.5778810649374763,2.6631079478054724,0.47654732007293277,1.2162484252102557
1981-11-20,0.0848,38102400,0.0059311981020178095,0,0.1065458027496997,0,0,0,0,0,0,0,1,0.47091884771857073,0.5773805477157103,2.5766509433962397,0.5143742231811091,1.140692060085837
1981-11-23,0.0809,22960000,-0.04599056603773588,0,0.06752422245559793,0,0,0,0,0,0,0,1,0.498936993148041,0.5822145129581807,2.904820766378265,0.24201674407320617,0.6918430022611454
1981-11-24,0.0803999999999999,22153600,-0.0061804697156996324,0,0.0649400245126429,0,0,0,0,0,0,0,1,0.49229728885228624,0.5794157351600173,2.779850746268686,0.23362769480161658,0.738087242061271
1981-11-25,0.0819999999999999,52550400,0.019900497512437942,0,0.07023856889598085,0,0,0,0,0,0,0,1,0.4822408119445812,0.5791014018308187,2.658536585365888,0.3672564251146966,1.726714017590991
1981-11-27,0.0842999999999999,37251200,0.028048780487804903,0,0.07493225759633161,0,0,0,0,0,0,0,1,0.49393608319870713,0.5785790904848123,2.6868327402135628,0.560103238476217,1.2105550500454958
1981-11-30,0.0831,23968000,-0.014234875444838813,0,0.08576166230850812,0,0,0,0,0,0,0,1,0.4928064145068931,0.5796356790466295,2.701564380264767,0.48754872011917627,0.8170745675995571
1981-12-01,0.0831,23385600,0.0,1,0.14721453045927468,1,0,0,0,0,0,0,0,0.4928064145068931,0.5794856694375207,2.7075812274368425,0.5175438296559592,0.8160393950052761
1981-12-02,0.0837,37564800,0.0072202166064982976,0,0.159093847137454,0,0,0,0,0,0,0,1,0.49285131333215204,0.5642098679954346,2.694145758661902,0.618793485727293,1.2901488633303844
1981-12-03,0.0826,20428800,-0.013142174432496878,1,0.1838847936620307,1,0,0,0,0,0,0,0,0.48662034156432177,0.5627279852869567,2.657384987893475,0.5076753021749877,0.705718486419562
1981-12-04,0.0848,137155200,0.02663438256658579,1,0.14913090220851213,2,0,0,0,0,0,0,0,0.42057603393097226,0.5646265653235593,2.393867924528315,0.7638435815637986,3.959774946646834
1981-12-07,0.0853999999999999,59292800,0.007075471698112068,1,0.1593991598574068,3,0,0,0,0,0,0,0,0.42052115730088074,0.4745320643692358,2.377049180327878,0.8101241701820642,1.6301770592763665
1981-12-08,0.0837,50624000,-0.01990632318501062,1,0.19839427106727867,4,0,0,0,0,0,0,0,0.4264475661647466,0.478109868917257,2.4313022700119484,0.5734471572470348,1.3362897265336289
1981-12-09,0.0842999999999999,34272000,0.007168458781360965,1,0.19916707000660397,5,0,0,0,0,0,0,0,0.4266064574207011,0.4665688665329475,2.4139976275207626,0.6384895144542337,0.8842141763227093
1981-12-10,0.0842999999999999,37408000,0.0,1,0.1983632199463956,6,0,0,0,0,0,0,0,0.4151222108794334,0.46660280627246,2.277580071174381,0.6384895144542319,0.9528700216820724
1981-12-11,0.0837,76092800,-0.007117437722418796,1,0.2689731983640719,7,0,0,0,0,0,0,0,0.3970409397187361,0.46724481353099473,2.1624850657108676,0.5921111331901217,1.8528922464341233
1981-12-14,0.0809,25244800,-0.03345280764635605,1,0.15634003240982755,8,0,0,0,0,0,0,0,0.32561233452358523,0.4397106542897056,2.027194066749068,0.1658116737978496,0.6115693509876275
1981-12-15,0.0831,31315200,0.027194066749072876,1,0.11925041060324175,9,0,0,0,0,0,0,0,0.3347520133657461,0.43889259080127074,2.0758122743682264,0.47237243924824124,0.7506644830456144
1981-12-16,0.0871,65452800,0.048134777376654725,0,0.04714589966121958,0,0,0,0,0,0,0,1,0.3670120922515029,0.4501490156138296,2.112514351320322,1.0491382860985867,1.5144604540271587
1981-12-17,0.0943,51452800,0.0826636050516647,0,0.0,0,0,0,0,0,0,0,1,0.45114991272025873,0.46752014669506514,2.1898197242842006,1.3836039601991208,1.1605699272433307
1981-12-18,0.1021,71724800,0.0827147401908801,0,0.0,0,0,0,0,0,0,0,1,0.5259117340296773,0.495326704697153,2.4094025465230082,1.3627222327284032,1.5619512195121952
1981-12-21,0.0976999999999999,56403200,-0.04309500489716056,0,0.0,0,0,0,0,0,0,0,1,0.5588672424850337,0.5068047366750353,2.686796315250767,1.0284752774402883,1.204294903986417
1981-12-22,0.0993,53827200,0.016376663254862978,0,0.0,0,0,0,0,0,0,0,1,0.5220616862266039,0.5030180456042312,2.5579053373615324,1.001340231376174,1.112628776478759
1981-12-23,0.0970999999999999,28896000,-0.022155085599195434,0,0.0,0,0,0,0,0,0,0,1,0.5319391571813586,0.5062357655733499,2.70339855818744,0.868207076207116,0.5931579915394519
1981-12-24,0.0976999999999999,28918400,0.006179196704428458,0,0.0,0,0,0,0,0,0,0,1,0.5307810189916234,0.4864826499068093,2.6305015353121846,0.8476141105404372,0.6083739779929785
1981-12-28,0.0931999999999999,36579200,-0.046059365404299,0,0.0,0,0,0,0,0,0,0,1,0.5604474950434473,0.49776187365400393,2.8487124463519313,0.6675963150570694,0.7700832331234821
1981-12-29,0.0949,24236800,0.018240343347640575,0,0.0013577734357431148,0,0,0,0,0,0,0,1,0.5570409272045524,0.4975166147692182,2.8819810326659714,0.707300083970597,0.5101006529476935
1981-12-30,0.0988,32188800,0.041095890410958846,0,0.0,0,0,0,0,0,0,0,1,0.5689365341350854,0.5033882820359702,2.9605263157894806,0.8121421026833231,0.6712443946188341
1981-12-31,0.0988,54656000,0.0,0,0.0,0,0,0,0,0,0,0,1,0.5698611786619876,0.49012452580685123,2.9251012145749105,0.7814289797185638,1.1198054108630304
1982-01-04,0.0982,71254400,-0.006072874493927127,0,0.0,0,0,0,0,0,0,0,1,0.5667741115105971,0.49049723241140253,2.917515274949096,0.736094445218458,1.3876286860931775
1982-01-05,0.0931999999999999,35840000,-0.050916496945011214,0,0.0,0,0,0,0,0,0,0,1,0.6010928278082979,0.5048001336443052,3.192060085836937,0.5470671896321012,0.7743496672716274
1982-01-06,0.0921,66080000,-0.011802575107294988,0,0.0,0,0,0,0,0,0,0,1,0.6041238815396602,0.5016509458745096,3.2301845819761366,0.4953965913891877,1.4173152685692323
1982-01-07,0.0848,70044800,-0.07926167209554835,0,0.0,0,0,0,0,0,0,0,1,0.6691185547611254,0.5339131171945989,3.8384433962264466,0.2217200929691182,1.4717025532415577
1982-01-08,0.0887,56604800,0.04599056603773577,0,0.0,0,0,0,0,0,0,0,1,0.6874269073758836,0.5419007442359131,3.861330326944781,0.3541537824952253,1.1620527913179435
1982-01-11,0.0831,33331200,-0.0631341600901918,0,0.0,0,0,0,0,0,0,0,1,0.7269988885967222,0.5557742563260035,4.428399518652246,0.14611547433010016,0.687139228815516
1982-01-12,0.0803999999999999,59920000,-0.032490974729243005,0,0.0,0,0,0,0,0,0,0,1,0.735945531314168,0.5597488523574853,4.676616915422917,0.06749996616164541,1.256222410068564
1982-01-13,0.0798,41753600,-0.007462686567162979,0,0.0,0,0,0,0,0,0,0,1,0.7264627578176239,0.5590264229657472,4.573934837092753,0.05412185422498281,0.8604731679169071
1982-01-14,0.0837,25715200,0.048872180451127845,0,0.0,0,0,0,0,0,0,0,1,0.7410334488795154,0.5704132616876522,4.462365591397863,0.19127357986014815,0.5330237957051654
1982-01-15,0.0892999999999999,46704000,0.06690561529271077,0,0.0,0,0,0,0,0,0,0,1,0.7595030617351919,0.5894946053276854,4.305711086226222,0.3883962834510057,0.9872626544817463
1982-01-18,0.091,28000000,0.01903695408734718,0,0.0,0,0,0,0,0,0,0,1,0.7016178418713388,0.5875643033099298,3.95054945054947,0.45635605830409276,0.606928698016557
1982-01-19,0.0887,55507200,-0.025274725274725185,0,0.0,0,0,0,0,0,0,0,1,0.6323158565297448,0.5670165132177015,3.7091319052987832,0.39084512151904205,1.2247016087182148
1982-01-20,0.0904,25827200,0.01916572717023657,0,0.0,0,0,0,0,0,0,0,1,0.6227495549171789,0.5681228961727383,3.523230088495594,0.469876361888743,0.5897396552606005
1982-01-21,0.0921,33331200,0.01880530973451333,0,0.0,0,0,0,0,0,0,0,1,0.6238177178633212,0.5687355956250336,3.4581976112920807,0.5540129013893977,0.7793228061905885
