Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.431896209716797,6.446622696457914,6.382907969735801,6.414464784362005,493729600
2010-01-05,6.443016052246094,6.479381644029889,6.409054448902572,6.449628123940107,601904800
2010-01-06,6.3405303955078125,6.468561319289456,6.333918324807697,6.443015083760133,552160000
2010-01-07,6.3288092613220215,6.371486775423295,6.282826514056477,6.3639730579289475,477131200
2010-01-08,6.370887756347656,6.371489255247933,6.283130310724263,6.320396758934082,447610800
2010-01-11,6.314685344696045,6.401541520525446,6.264795057785504,6.395530545893654,462229600
2010-01-12,6.242854118347168,6.304465797084791,6.203783992560606,6.287033571848873,594459600
2010-01-13,6.3309125900268555,6.339327952939692,6.134058424067234,6.247362867115533,605892000
2010-01-14,6.294249057769775,6.325205180906911,6.281926959031083,6.314686374851939,432894000
2010-01-15,6.189057350158691,6.3594648411460835,6.187254058069943,6.3393280794883875,594067600
2010-01-19,6.4628520011901855,6.467360232264817,6.228430004309414,6.261188612985054,730007600
2010-01-20,6.363373279571533,6.4781796893104735,6.296352113655498,6.458944971017383,612152800
2010-01-21,6.253373622894287,6.410857943534868,6.227527235262426,6.373891654424182,608154400
2010-01-22,5.943215370178223,6.2362435734028505,5.9254837968544205,6.214604866415606,881767600
2010-01-25,6.103105545043945,6.1520934000299325,6.016549486989487,6.086275211568545,1065699600
2010-01-26,6.189358234405518,6.4228793560934285,6.0883762795602765,6.189658783103271,1867110000
2010-01-27,6.247664928436279,6.328810688068745,5.996711924017105,6.2167088066475396,1722568400
2010-01-28,5.989499092102051,6.176135862114551,5.971767517537085,6.159005385078344,1173502400
2010-01-29,5.772205829620361,6.076955364236257,5.717807723299052,6.043294715202802,1245952400
2010-02-01,5.852450847625732,5.89061973022452,5.749365050498798,5.781522959061045,749876400
2010-02-02,5.88641357421875,5.900238818086442,5.811879483178748,5.88791671938414,698342400
2010-02-03,5.98769474029541,6.016847564016379,5.843134020335327,5.865674772409622,615328000
2010-02-04,5.771905899047852,5.961847853396128,5.757479562120192,5.912558671426497,757652000
2010-02-05,5.874391555786133,5.8906211897059055,5.735841780049266,5.7893386596958125,850306800
2010-02-08,5.834118366241455,5.947122281921054,5.830511781455936,5.881303714651996,478270800
2010-02-09,5.8963303565979,5.935701034079736,5.853052144592458,5.903242575708974,632886800
2010-02-10,5.864172458648682,5.908653269901558,5.838326070123361,5.88731390857484,370361600
2010-02-11,5.970865249633789,6.003324113722218,5.8323154845014855,5.856960081004423,550345600
2010-02-12,6.022255897521973,6.060124222897121,5.875591374168455,5.954032561359948,655468800
2010-02-16,6.113020420074463,6.121735930399052,6.056518472869347,6.06914111597619,543737600
2010-02-17,6.087478160858154,6.140373153759534,6.036685806120962,6.136766567534397,436396800
2010-02-18,6.098896503448486,6.127748783887258,6.038487404927767,6.059825564905689,422825200
2010-02-19,6.0610270500183105,6.107010200522477,6.044196723375819,6.066737876825547,415469600
2010-02-22,6.02346134185791,6.085974291861934,5.98649504124509,6.081165912066838,390563600
2010-02-23,5.922478675842285,6.050810197017129,5.881905794032023,6.010838011504735,575094800
2010-02-24,6.030672073364258,6.054114067462632,5.94591855088072,5.957639949196496,460566400
2010-02-25,6.070944786071777,6.096791171246051,5.917368014697658,5.932094499450434,665126000
2010-02-26,6.14968729019165,6.166217069132859,6.070945528989286,6.082365979502607,507460800
2010-03-01,6.28102445602417,6.296351638232682,6.174632215326019,6.1836482756722,550093600
2010-03-02,6.276817321777344,6.336324368549187,6.2434568121648235,6.309275382616517,566546400
2010-03-03,6.291242599487305,6.307472232172387,6.249467927827662,6.27952200063702,372052800
2010-03-04,6.332716464996338,6.3390279877619315,6.270203538546531,6.289739605516185,366041200
2010-03-05,6.580362796783447,6.6029035462536285,6.450528577405776,6.459845586376975,899620400
2010-03-08,6.584269046783447,6.614623255239414,6.559323911245895,6.612219267416401,429889600
2010-03-09,6.70268440246582,6.762191445138996,6.54850651744897,6.561129162672573,920259200
2010-03-10,6.757383823394775,6.7766189451520455,6.708095428958674,6.727029600671761,596218000
2010-03-11,6.777219772338867,6.777219772338867,6.711702140042175,6.729434519304552,405700400
2010-03-12,6.8102803230285645,6.844241134658199,6.7847340755206,6.833421377530077,416323600
2010-03-15,6.727331161499023,6.777220259728557,6.619436140493898,6.773614476390071,493502800
2010-03-16,6.745661735534668,6.761590416906882,6.6873568871684475,6.737547321117374,446908000
2010-03-17,6.735744953155518,6.805770810297791,6.710199110214925,6.759186954704131,450956800
2010-03-18,6.751672744750977,6.762191549054514,6.6903620075132215,6.7351421633025685,342109600
2010-03-19,6.679543972015381,6.769406053849886,6.648888396716377,6.755881759572917,559445600
2010-03-22,6.754678249359131,6.792246439510847,6.616429043072803,6.626046602475909,456419600
2010-03-23,6.8631744384765625,6.875797486859434,6.73514306962203,6.781426777825789,602431200
2010-03-24,6.893528938293457,6.918474083122442,6.837627673672676,6.84153520866519,597780400
2010-03-25,6.811779975891113,6.941614602557335,6.799758028273902,6.940111457838574,542284400
2010-03-26,6.93951416015625,6.97107058248077,6.868886391200941,6.880908344010415,640875200
2010-03-29,6.984292030334473,7.0287724411101795,6.961150981264242,7.002625904654202,540744400
2010-03-30,7.088280200958252,7.137269249018582,7.040193200471269,7.1108209573573555,527310000
2010-03-31,7.062735557556152,7.111123519045289,7.046506722892118,7.0774628518356355,430659600
2010-04-01,7.091886043548584,7.174835087472389,6.995111757704138,7.13516425920159,603145200
2010-04-05,7.167623043060303,7.16822414056218,7.055821315311254,7.062133240347657,684507600
2010-04-06,7.1991801261901855,7.220217735829615,7.122842349944207,7.1589073968499175,447017200
2010-04-07,7.231039524078369,7.2707111670839195,7.172733853622615,7.199482298211756,628502000
2010-04-08,7.211503028869629,7.259289080913149,7.154099415901589,7.22622951776857,572989200
2010-04-09,7.266800403594971,7.269806693091786,7.2268286307792025,7.255981453059316,334182800
2010-04-12,7.281829357147217,7.305271357819089,7.267403016713202,7.279124017049138,333026400
2010-04-13,7.286035060882568,7.297155764438343,7.246363433627563,7.268904988182993,306210800
2010-04-14,7.384016036987305,7.387622623321462,7.335328726543532,7.371693934945772,404076400
2010-04-15,7.481089115142822,7.484394750377887,7.378603989921102,7.386718405522398,376784800
2010-04-16,7.435409069061279,7.547811941295304,7.349754645574648,7.470572083818768,750545600
2010-04-19,7.4254889488220215,7.450133146172855,7.266201306045196,7.424286753705715,566924400
2010-04-20,7.350952625274658,7.491005111298149,7.301964390290182,7.469666554566681,738326400
2010-04-21,7.790647983551025,7.821604109289793,7.68575845663309,7.778024933704109,982391200
2010-04-22,8.008540153503418,8.016955519544897,7.699883370588023,7.761194520642462,793424800
2010-04-23,8.139575004577637,8.180147881017373,8.024467645060442,8.054220766769573,796955600
2010-04-26,8.099602699279785,8.188562713683732,8.06023121783527,8.171131690283849,479068800
2010-04-27,7.875397682189941,8.049711918121588,7.829715884175617,8.032581043232902,709343600
2010-04-28,7.862177848815918,7.934307162465951,7.706196613012162,7.911767203375474,758402400
2010-04-29,8.073759078979492,8.11463211424853,7.8744996212752225,7.904853848900998,558840800
2010-04-30,7.846848964691162,8.131761993822733,7.844144426857274,8.093893648947411,542463600
2010-05-03,8.004932403564453,8.050915960049336,7.90064399591228,7.929496675285811,454342000
2010-05-04,7.774416446685791,7.912966603444164,7.716412547670679,7.900945456682481,723819600
2010-05-05,7.693573951721191,7.758190751482941,7.475380299080423,7.604613898603922,883103200
2010-05-06,7.400844573974609,7.761494272349065,5.988297046263176,7.628654925316913,1285860800
2010-05-07,7.088579177856445,7.4104600346349585,6.768502415926698,7.3245055085307404,1676018400
2010-05-10,7.633457660675049,7.653293865995388,7.469362156598488,7.521055707324669,984306400
2010-05-11,7.709500312805176,7.810782426548169,7.528573988940644,7.56884591393242,848906800
2010-05-12,7.876903533935547,7.908159807409577,7.775020296970566,7.791248327522814,654379600
2010-05-13,7.764801025390625,7.964360602813699,7.705894266245959,7.910863721782331,599712400
2010-05-14,7.628354549407959,7.70829892367494,7.498520680322861,7.668627285335938,759362800
2010-05-17,7.640375137329102,7.699281888000123,7.4447223209765845,7.654801476889356,762834800
2010-05-18,7.584474563598633,7.770509817472571,7.521360131496213,7.7233248696639425,782678400
2010-05-19,7.463654041290283,7.601302109293705,7.358765374022063,7.498516881254465,1025726800
2010-05-20,7.145683288574219,7.328713040923292,7.099098639309287,7.26950534570787,1282915200
2010-05-21,7.282731533050537,7.348249558609652,6.953036360104464,6.997215824662203,1223891200
2010-05-24,7.416172027587891,7.54059682278289,7.401145390170249,7.431800565137087,754238800
2010-05-25,7.369886875152588,7.416169771052508,7.127650234580515,7.1934683952061365,1048006400
2010-05-26,7.336527347564697,7.577562627960775,7.32570759265015,7.5159513384974375,850654000
2010-05-27,7.614228248596191,7.630457881561615,7.486798785075364,7.531579346309485,666282400
2010-05-28,7.720317363739014,7.796054020433068,7.614225693875842,7.795753873041855,815614800
2010-06-01,7.839032173156738,7.992608943484747,7.782830771510302,7.8047704247761915,876472800
2010-06-02,7.932801723480225,7.958347158401793,7.824004702462592,7.950532892439954,688548000
2010-06-03,7.9078569412231445,7.9808882700687445,7.82640944611999,7.969767566737863,650106800
2010-06-04,7.6926727294921875,7.871193933969558,7.65270093562037,7.7602942154608145,758304400
2010-06-07,7.541797637939453,7.788542137785364,7.530075835655722,7.762695748332408,886942000
2010-06-08,7.493410587310791,7.627753068697829,7.382811055731011,7.610922338822628,1000770400
2010-06-09,7.309178352355957,7.570650966892354,7.287840593499407,7.557726968523696,854630000
