Date,Open,High,Low,Close,Volume
2023-01-03,371.6007232288444,373.59228498534856,365.2779822862928,368.1686706542969,74850700
2023-01-04,370.45032960012094,373.0606444159714,367.3759797974529,371.0110778808594,85934100
2023-01-05,369.0387477602151,369.15475647771115,366.1770912149208,366.7764892578125,76970500
2023-01-06,369.899188748885,376.3186135568416,366.8055145734649,375.1874694824219,104189600
2023-01-09,377.40141658848563,380.6208063538123,374.7911316610883,374.97479248046875,73978100
2023-01-10,374.3850406394487,377.6720822226874,373.4375869197752,377.6044006347656,65358100
2023-01-11,379.1996293012979,382.45766887856325,378.37786148565715,382.38031005859375,68881100
2023-01-12,383.49211635979185,385.2516311546542,379.3833069228364,383.7724609375,90157700
2023-01-13,380.54343712155054,385.8413951573975,380.27274025862374,385.2613220214844,63903900
2023-01-17,385.24197609245294,386.93383876956204,383.86913739566575,384.5555419921875,62677300
2023-01-18,385.7543556522129,386.82746578377805,378.2811461230408,378.4841613769531,99632300
2023-01-19,376.42496473879623,378.0878253901528,374.3947529409015,375.7289123535156,86958900
2023-01-20,377.1403832354732,382.8830511722103,375.47752266281964,382.7283630371094,91806400
2023-01-23,383.54044837010724,389.2734390000284,382.57366966676494,387.320556640625,84178800
2023-01-24,385.6287216478806,387.82329884097453,384.4299254107055,386.9048767089844,59524900
2023-01-25,382.7960452634292,387.38824417476695,380.4854299651901,387.04986572265625,84800300
2023-01-26,389.7374732447046,391.4680152508425,386.74045359547614,391.30364990234375,72287400
2023-01-27,390.2498765217852,394.600380481593,390.03718403693375,392.2027587890625,68346200
2023-01-30,389.41843293177686,391.6710437344802,386.9821613268885,387.2818603515625,74202000
2023-01-31,387.80392461060706,393.0245234200672,387.4558689546468,392.9761962890625,86811800
2023-02-01,391.74842013563244,399.9273898352684,388.9834469940216,397.1527099609375,101459200
2023-02-02,401.07779293076095,404.41319121075577,399.16359000810667,402.93402099609375,101654500
2023-02-03,397.91642286341676,403.11769674520224,397.4330335361689,398.65118408203125,94736800
2023-02-06,396.17625487954547,397.6264229410593,394.54239650327366,396.21490478515625,60295300
2023-02-07,395.2867720714591,402.6536204805971,394.02997165922136,401.3968200683594,90990700
2023-02-08,399.4052816651165,400.75876591933667,396.31157808083276,397.0076599121094,76227500
2023-02-09,400.64274478348443,400.79743290827975,392.32844247413055,393.56591796875,78694900
2023-02-10,392.3768054405327,394.8711111130122,391.5550671141399,394.4844055175781,70769700
2023-02-13,395.1417881132916,399.2505975536563,394.67772371985546,399.115234375,64913500
2023-02-14,397.578065797823,401.26149030908425,394.9387788116209,398.93157958984375,88389300
2023-02-15,396.717669682825,400.3044106179049,395.86689965424887,400.2270812988281,61555700
2023-02-16,395.2094972725008,399.19262104018924,394.5810969797095,394.7164306640625,76431500
2023-02-17,392.57013945359233,393.9719803089983,390.62690491007976,393.73028564453125,89257800
2023-02-21,389.6698080535747,390.7332704904601,385.5706759373002,385.8316955566406,82655900
2023-02-22,386.24741202780353,387.8039410623445,383.83046530017316,385.29998779296875,83742300
2023-02-23,388.2196738346871,388.8384263986289,383.08608101470145,387.3495788574219,96242400
2023-02-24,382.28360125842454,384.05279308823594,380.56273655639154,383.2117004394531,108194400
2023-02-27,386.5858285163745,387.9586673744243,383.5694834240364,384.5169372558594,80444700
2023-02-28,384.0335101532567,386.01539466885595,382.9893726445918,383.0957336425781,96438600
2023-03-01,382.2739448547599,383.5114203314533,380.3113853994476,381.6261901855469,99706800
2023-03-02,379.6346286283123,385.44497768602304,379.29625020413954,384.5942077636719,85127800
2023-03-03,386.43108905800466,391.01363995863846,385.77368665158235,390.76226806640625,90120000
2023-03-06,391.59370817710715,393.91400070480057,390.58827955243476,391.0329895019531,72795900
2023-03-07,390.984714987571,391.2264096997551,384.42027834360204,385.03900146484375,108310600
2023-03-08,385.154966885639,386.4310923018348,383.41474758470093,385.6673583984375,74746600
2023-03-09,386.4600605599985,388.14227535362267,377.55603808929277,378.55181884765625,111945300
2023-03-10,378.00082279167697,380.0987457095012,371.552424901659,373.089599609375,189253000
2023-03-13,369.125747943245,377.42072514631934,368.00428118718577,372.55780029296875,157790000
2023-03-14,377.5270382400287,380.37904687329996,374.1916403132362,378.7161865234375,149752400
2023-03-15,373.07023090261066,376.5506104721961,370.96263100303673,376.34759521484375,172996900
2023-03-16,373.96939062441186,383.2988003464193,373.4569990294259,382.95074462890625,143254200
2023-03-17,381.60761578657866,382.7527614817433,377.0755149668933,378.4729919433594,140553400
2023-03-20,379.2590337083156,382.5295370495044,378.5506107404246,382.1122131347656,93055800
2023-03-21,385.50885188456004,387.614781311772,383.8978708110625,387.1295471191406,91524200
2023-03-22,386.9549219600287,390.6038634402555,380.49159809095227,380.5303955078125,111746600
2023-03-23,383.42236481400363,387.49834402783915,378.82235397671315,381.55908203125,119351300
2023-03-24,380.2683614595609,384.15023533679164,377.90041602514236,384.0628967285156,107682400
2023-03-27,386.36284344456976,387.1392358716309,383.87844691065965,384.7809753417969,74010400
2023-03-28,384.0822909335534,384.78102940791774,382.06372957224914,383.9173278808594,62871700
2023-03-29,388.1194194018951,389.7401146581548,386.90633390408976,389.49749755859375,77497900
2023-03-30,392.1566045137155,392.40893579573674,389.89542598659796,391.77813720703125,69840000
2023-03-31,392.70978323761483,397.600952726272,392.6030163030725,397.30010986328125,112062600
2023-04-03,396.776005825987,399.22157549858946,396.3781102334782,398.8139953613281,67391100
