Date,Open,High,Low,Close,Volume
2020-01-16,303.8578926228846,304.9822692871094,303.62748779927784,304.9822692871094,54050300
2020-01-17,305.7010832496513,306.14344244119684,304.91770134717683,305.9314880371094,95846000
2020-01-21,304.9638773679215,306.14354916592913,304.8901601854935,305.33251953125,77742400
2020-01-22,306.198744842947,306.8531147057829,305.2126337039077,305.3692932128906,48914900
2020-01-23,304.7148905821838,306.1341916992371,303.59051429150674,305.7194519042969,51963000
2020-01-24,306.3832106735939,306.4661530594359,301.70136752946934,303.0008544921875,87578400
2020-01-27,297.71066717031647,299.63684804047784,297.36967254565656,298.1438293457031,84062500
2020-01-28,299.58160917210955,302.15293525273864,298.23605268169274,301.2681884765625,63834000
2020-01-29,302.641315373142,302.8717201716019,300.81649924412875,301.0192565917969,53888900
2020-01-30,298.93646309772066,302.2082289307867,298.18075654491133,301.9962463378906,75491800
2020-01-31,301.3695276116583,301.5262152765022,295.59098440927124,296.5126037597656,113845600
2020-02-03,298.00563419383525,300.59538241936576,297.88581917351814,298.71527099609375,69083000
2020-02-04,302.35567223385743,304.1436160544183,302.0330998305538,303.26806640625,62573200
2020-02-05,306.22645059653746,306.98218521194485,304.75188214039383,306.77020263671875,65951100
2020-02-06,307.7378480746125,307.9959003068287,306.71483621168045,307.8023681640625,50359700
2020-02-07,306.7333868538213,307.81166584154965,305.60901001902505,306.1619873046875,64139400
2020-02-10,305.26800077954647,308.5120909082454,305.23112812876815,308.44757080078125,42070000
2020-02-11,309.8115379014592,310.60411697522704,308.4475312534635,308.9820861816406,54864500
2020-02-12,310.42902867893986,311.18476328486764,310.0603865695281,310.9728088378906,43992700
2020-02-13,309.5350368284611,311.61790539437004,309.2585622956361,310.6409912109375,54501900
2020-02-14,311.05569900614165,311.2584563511328,309.8483801281988,311.1386413574219,64582200
2020-02-18,310.1341261696315,311.20320795519984,308.9360041790649,310.3368835449219,57226200
2020-02-19,311.3137993329671,312.5026680105172,311.02809959257075,311.8206787109375,48814700
2020-02-20,311.2677013491961,312.09718124089915,307.5259291454667,310.5396423339844,74163400
2020-02-21,309.1755964735546,309.4889436288402,306.51210346524795,307.3415832519531,113788200
2020-02-24,297.81209612282277,307.41535418856796,296.06099682287345,297.1485290527344,161088400
2020-02-25,298.54934593323037,299.1668150883396,287.259509975587,288.1442565917969,218913200
2020-02-26,289.55428303185,293.1762393565182,286.34706655376704,287.0843505859375,194773800
2020-02-27,281.51783588583606,287.1397194882412,274.19097900390625,274.19097900390625,284353500
2020-02-28,266.07147109385767,274.54115369015636,263.1591510817737,273.0389099121094,384975800
2020-03-02,274.8360890826444,284.9278318700118,271.38001663842124,284.8633117675781,238703600
2020-03-03,285.241142492212,289.2409664464348,274.2462321827983,276.7069396972656,300139100
2020-03-04,282.12609402547145,288.5590068284191,279.5547683178019,288.3377990722656,176613400
2020-03-05,281.07548956832517,284.29193221498633,276.49504010953444,278.75299072265625,186366800
2020-03-06,270.1726900416959,275.36141115991785,267.481577457224,274.1448669433594,228667200
2020-03-09,253.7217526407829,261.9149607687108,252.01677963381096,252.7356414794922,309417300
2020-03-10,262.3297262793299,265.90558547277425,252.0628739638472,265.8134460449219,276444100
2020-03-11,258.69849767349206,259.84129637962826,249.648191184569,252.85540771484375,255316300
2020-03-12,235.9345552869573,245.75902100327414,228.2666754899894,228.66297912597656,392220700
2020-03-13,242.46884184873323,250.20124202820583,229.0408546541431,248.21054077148438,329566100
2020-03-16,222.27612575861758,236.76398161055744,218.7555475078594,221.05038452148438,297240000
2020-03-17,225.83356231977604,236.0912025668262,218.48827024202149,232.98533630371094,262070500
2020-03-18,217.73255681991577,228.90257809191633,210.14763401621605,221.18862915039062,327597100
2020-03-19,220.49739523309862,227.99016388468704,214.01841333413591,221.65863037109375,289322000
2020-03-20,224.83468197806218,226.63313921694242,211.82833088923726,212.1064453125,347158800
2020-03-23,211.54092991348372,212.92220830591737,202.33542971604777,206.68324279785156,326025200
2020-03-24,217.31639574094757,226.29013710907319,216.74163631215913,225.40943908691406,235494500
2020-03-25,227.00396190546724,237.64637636448504,222.25752828879652,228.78387451171875,299430300
2020-03-26,231.31466868449712,243.62572565621616,230.87895942356934,242.14248657226562,257632800
2020-03-27,234.7910798673419,241.78094497564413,232.733052958814,234.9301300048828,224341200
2020-03-30,237.04378461879432,243.2827508947583,235.03211240635088,242.55966186523438,171369500
2020-03-31,241.54919023035686,244.11707712576936,237.52584585346548,238.9442138671875,194881100
2020-04-01,229.88703413807121,238.86077537870082,226.10471485273018,228.1905517578125,189554600
2020-04-02,227.30059527896603,234.24410529958328,226.7443664639975,233.4561309814453,177660400
2020-04-03,232.46420806218967,234.83743890147224,227.32842013691277,230.08172607421875,135561200
2020-04-06,239.02763009731478,247.51930709907626,230.0631685002111,245.53543090820312,188061200
2020-04-07,254.20331260402224,254.9634912432828,245.56333210926036,245.7858123779297,201427200
2020-04-08,248.4092311503387,255.86262869017636,245.89696471039596,254.03636169433594,153774500
2020-04-09,257.3273424744624,260.6832457144143,255.371304757614,257.9021301269531,189999200
2020-04-13,256.9195434610679,257.26254328630506,251.60760101745578,255.54751586914062,114839100
2020-04-14,260.479313374444,264.11328880669186,255.40841115216654,263.08428955078125,134143400
2020-04-15,257.31818408315837,263.2234171159863,255.362117370231,257.49432373046875,121775000
2020-04-16,258.7828213268229,259.5986198270373,255.64017516233022,258.7364807128906,131798300
2020-04-17,264.55830161086266,266.33820002400273,261.79571617447783,265.72637939453125,146684800
2020-04-20,261.99039963391493,265.8654429928569,260.82235008210733,261.0448303222656,100109300
2020-04-21,256.5393809849361,257.7537991883525,252.17300916648384,253.1186065673828,126385700
2020-04-22,258.0412017580679,260.4978484069136,256.70626390153046,258.7364807128906,92951600
2020-04-23,260.0250232047847,263.22331738790507,258.4119852468476,258.7178955078125,104709700
2020-04-24,260.2475091281135,263.0008144020305,258.18020324057704,262.3240661621094,85063200
2020-04-27,264.3172068013833,267.2373723541989,263.85368756154054,266.10638427734375,77896600
2020-04-28,269.78667208052826,270.1389511561196,264.5767214344797,264.8826599121094,105270000
2020-04-29,270.2595983335929,273.36518372014734,269.2213194882799,271.8170166015625,118745600
2020-04-30,270.42643326658214,271.9189801856044,267.53407724153976,269.28619384765625,122901700
2020-05-01,264.49338419820157,269.4530464319418,260.9798999362958,262.1572570800781,125180000
2020-05-04,260.25686594137113,263.18631196998024,258.7643470399515,262.8804016113281,80873200
2020-05-05,265.7264133926765,268.1459710644438,263.0101682261261,265.3092346191406,79569900
2020-05-06,267.02422667147306,267.4135670702816,263.07503288056415,263.5107421875,73632600
2020-05-07,266.7553291725268,268.6372162015143,266.18056982736357,266.6904296875,75250400
2020-05-08,269.8516721196629,271.5759786872925,268.71140441702113,271.1031799316406,76452400
2020-05-11,269.15643682818956,272.54940216846956,268.730006909536,271.1588439941406,79514200
2020-05-12,272.3546289854014,272.7717793054147,265.61504147540796,265.7541198730469,95870800
2020-05-13,265.18869241128544,266.2362506852452,258.6067118800236,261.0541076660156,144721100
2020-05-14,258.59748967259986,264.30802389707645,253.07231794620984,264.1782531738281,121977900
2020-05-15,261.76782412877765,265.4388882102646,260.81297572429355,265.3925476074219,111146300
2020-05-18,271.66864285841586,275.09869689941405,271.34420199021696,273.47637939453125,119703800
2020-05-19,272.8739293196206,274.5982082421062,270.6490414266457,270.6675720214844,95189300
2020-05-20,274.2365951047866,276.1370131239572,274.0048354297182,275.2655944824219,85861700
2020-05-21,275.1358206320525,275.95161920552835,272.2619950358447,273.36517333984375,78293900
2020-05-22,273.07778874223595,274.0604474725063,271.8262808752765,273.8843078613281,63958200
2020-05-26,279.90070161330806,280.14174065411277,273.90276194171537,277.2586364746094,88951400
2020-05-27,280.07681421724914,281.42103110486,275.20986301108945,281.3839416503906,104817400
