Date,Open,High,Low,Close,Volume
2018-01-02,39.93399778801941,40.43622351118219,39.72277915354373,40.42683410644531,102223600
2018-01-03,40.490186919853265,40.964251437036,40.356418384321046,40.41978073120117,118071600
2018-01-04,40.49253940209357,40.71079826612631,40.3845863312453,40.60753631591797,89738400
2018-01-05,40.703754451309464,41.15669464308769,40.61222747270617,41.069862365722656,94640000
2018-01-08,40.91730880737305,41.21301045650973,40.8187380099872,40.91730880737305,82271200
2018-01-09,40.964255330315616,41.08394335569417,40.69671465281637,40.91262435913086,86336000
2018-01-10,40.63804105355738,40.90558171547584,40.6004906074266,40.90323257446289,95839600
2018-01-11,40.97364496545803,41.184863571147595,40.95017861883131,41.13557815551758,74670800
2018-01-12,41.34677679990525,41.62370679605176,41.22239411093479,41.560340881347656,101672400
2018-01-16,41.75045326114435,42.10013514329996,41.33740901764493,41.349143981933594,118263600
2018-01-17,41.339739284698915,42.067263829352726,41.08628277107182,42.03206253051758,137547200
2018-01-18,42.09542607592508,42.26674861785587,41.83258015439757,42.069610595703125,124773600
2018-01-19,41.91707157358285,42.14471622089114,41.63545040010063,41.88187026977539,129700400
2018-01-22,41.60964418037092,41.72229195864066,41.44536542435082,41.53923797607422,108434400
2018-01-23,41.60963869012665,42.111864295697394,41.496990926720386,41.54861831665039,130756400
2018-01-24,41.597909261485825,41.60964422571612,40.64743445496531,40.88681411743164,204420400
2018-01-25,40.95486393794671,41.058125875299254,40.02081896272561,40.15693664550781,166116000
2018-01-26,40.36581326519146,40.36581326519146,39.91052386819251,40.250816345214844,156572000
2018-01-29,39.93399650983338,39.93399650983338,39.20882079099787,39.41769027709961,202561600
2018-01-30,38.84739780967541,39.279217239588455,38.652608879864985,39.18534469604492,184192800
2018-01-31,39.161862417959846,39.53031937622287,39.07503016351867,39.29328536987305,129915600
2018-02-01,39.232284535306015,39.572577012854964,39.13606284176902,39.37544250488281,188923200
2018-02-02,38.95770615432121,39.145454851989534,37.5730662234084,37.66693878173828,346375200
2018-02-05,37.33836925832738,38.4601628009349,36.610844631327524,36.7258415222168,290954000
2018-02-06,36.336258332646736,38.422606653896615,36.141469463609056,38.26067352294922,272975200
2018-02-07,38.27476741574191,38.34751917686184,37.33133650049833,37.44163513183594,206434400
2018-02-08,37.617645907713495,37.784273783894626,36.38320446331554,36.4113655090332,217562000
2018-02-09,37.01225968224657,37.20548409077683,35.402825738060095,36.85673522949219,282690400
2018-02-12,37.34922453638688,38.61933366859488,37.115937864737404,38.341278076171875,243278000
2018-02-13,38.162181041249156,38.82197866638515,38.09148779648319,38.725364685058594,130196800
2018-02-14,38.419036001031955,39.47942405993743,38.381336047155465,39.43936538696289,162579600
2018-02-15,40.009607831667644,40.787226261286364,39.82345244667649,40.76366424560547,204588800
2018-02-16,40.615213184598545,41.19489348609223,40.47618541158448,40.63170623779297,160704400
2018-02-20,40.54216852992367,41.06293484455439,40.39371305953362,40.49504089355469,135722000
2018-02-21,40.725957827681526,41.02993405641751,40.29708818267244,40.31122970581055,149886400
2018-02-22,40.48325628570477,40.98988464646129,40.4620493896228,40.6482048034668,123967600
2018-02-23,40.92391193573638,41.39048170392465,40.89327735042211,41.35513687133789,135249600
2018-02-26,41.55542928860672,42.27177871683173,41.522439583272835,42.17280960083008,152648800
2018-02-27,42.203443871619406,42.528627080196344,41.98194002503581,42.036136627197266,155712400
2018-02-28,42.241142767845716,42.5616157216928,41.956018237174824,41.972511291503906,151128400
2018-03-01,42.0714787606885,42.363675841065785,40.68590764002808,41.237308502197266,195208000
2018-03-02,40.71889500639775,41.54364112911457,40.63641895588297,41.52243423461914,153816000
2018-03-05,41.28680004196734,41.88297348928554,41.12420662986085,41.66618347167969,113605600
2018-03-06,41.92302593108013,42.00314326566764,41.50358389046572,41.630828857421875,95154000
2018-03-07,41.22317405342424,41.437608938692705,41.06529449044002,41.244380950927734,126814000
2018-03-08,41.35041941968929,41.736871803215045,41.25380902051406,41.6944580078125,95096400
2018-03-09,41.934799646427194,42.415507145340605,41.80048214790888,42.41079330444336,128740800
2018-03-12,42.48385027656255,42.97869939855477,42.46500210036413,42.82081985473633,128828400
2018-03-13,43.02583138817519,43.24026626913157,42.23643358912816,42.408451080322266,126774000
2018-03-14,42.49092021878439,42.53804784759199,41.899457151085095,42.04791259765625,117473600
2018-03-15,42.0620596496107,42.47207765994189,41.96073540547845,42.09740447998047,90975200
2018-03-16,42.09740360125407,42.20815552824538,41.85469284949225,41.948951721191406,157618800
2018-03-19,41.784015282625624,41.8193601224865,40.92156523392683,41.30801773071289,133787200
2018-03-20,41.29386520385742,41.66146579095869,41.223171953505314,41.29386520385742,78597600
2018-03-21,41.246730926564915,41.25851373335462,40.356005386501984,40.35836410522461,148219600
2018-03-22,40.05909154495934,40.69060961518841,39.72919458224374,39.78810501098633,165963200
2018-03-23,39.679719875116405,40.04025151708933,38.866756439208984,38.866756439208984,164115200
2018-03-26,39.604314524877644,40.78959235574448,39.22021728418757,40.711830139160156,150164800
2018-03-27,40.92626059766083,41.27265428475455,39.33332353816898,39.66793441772461,163690400
2018-03-28,39.41107463379318,40.06380315467739,38.92565330328693,39.22962951660156,166674000
2018-03-29,39.54304537545768,40.47147453692967,39.32861049895362,39.53597640991211,153594000
2018-04-02,39.267336014600545,39.809312688861084,38.75599391448567,39.27676010131836,150347200
2018-04-03,39.50298289009489,39.764545376842435,38.85261295346133,39.67971420288086,121112000
2018-04-04,38.85260509525929,40.53272799064838,38.82668436413568,40.438472747802734,138422000
2018-04-05,40.66705348605198,41.05586093377513,40.54923261151675,40.718894958496094,107732800
2018-04-06,40.28767957433702,40.64349740445966,39.634950769566224,39.6773681640625,140021200
2018-04-09,40.03082984504988,40.787238004037974,40.02376087874969,40.07088851928711,116070800
2018-04-10,40.76602547165292,41.001667237385014,40.41963178837809,40.82493591308594,113634400
2018-04-11,40.58458499151228,40.982820196880446,40.459695128902055,40.634071350097656,89726400
2018-04-12,40.8626466416004,41.23731625202991,40.77545672793938,41.034664154052734,91557200
2018-04-13,41.1854583418898,41.435237982563066,40.96631327452418,41.173675537109375,100497200
2018-04-16,41.24437156851333,41.51771683729324,41.19724394180135,41.4305305480957,86313600
2018-04-17,41.588412774825166,42.16573432963981,41.569561003795144,42.00078582763672,106421600
2018-04-18,41.89945950796199,42.13745997958061,41.68031440365616,41.90652847290039,83018000
2018-04-19,40.94510902406339,41.329206225642714,40.68590525745054,40.718894958496094,139235200
2018-04-20,40.200485296171784,40.34658203533058,38.98221424490033,39.05055236816406,261964400
2018-04-23,39.312119989538814,39.33332688754843,38.66646019491541,38.93745040893555,146062000
2018-04-24,39.03877067555058,39.194295102996016,37.99016554312238,38.395469665527344,134768000
2018-04-25,38.32005633863218,38.97985389067601,38.27057358970314,38.562767028808594,113528400
2018-04-26,38.673524534661865,39.052907912420274,38.49679321450623,38.69709014892578,111852000
2018-04-27,38.64524698894621,38.7230091978969,37.85113544226784,38.24937057495117,142623200
2018-04-30,38.20459396292519,39.41343356520298,38.13625584924581,38.9421501159668,169709600
2018-05-01,39.21315360928436,39.870592662769035,38.944522095571145,39.84703063964844,214277600
